id,title,start_date,end_date,statistics
2212,Bakuretsu Tenshi: Infinity Special,2007-03-23,2007-03-23,"{'status': {'watching': '135', 'completed': '2884', 'on_hold': '108', 'dropped': '136', 'plan_to_watch': '2546'}, 'num_list_users': 5809}"
2213,Black Jack (TV),2004-10-11,2006-03-06,"{'status': {'watching': '2391', 'completed': '14721', 'on_hold': '2755', 'dropped': '2371', 'plan_to_watch': '14036'}, 'num_list_users': 36274}"
2214,Black Jack 21,2006-04-10,2006-09-04,"{'status': {'watching': '564', 'completed': '7349', 'on_hold': '455', 'dropped': '430', 'plan_to_watch': '4799'}, 'num_list_users': 13597}"
2215,Kishin Taisen Gigantic Formula,2007-04-05,2007-09-27,"{'status': {'watching': '475', 'completed': '2507', 'on_hold': '434', 'dropped': '548', 'plan_to_watch': '2978'}, 'num_list_users': 6942}"
2216,Shigurui,2007-07-19,2007-10-11,"{'status': {'watching': '6564', 'completed': '43551', 'on_hold': '3992', 'dropped': '4418', 'plan_to_watch': '65430'}, 'num_list_users': 123955}"
2217,Hand Maid May: Akiramemasen,2001-02-23,2001-02-23,"{'status': {'watching': '162', 'completed': '6992', 'on_hold': '102', 'dropped': '111', 'plan_to_watch': '1590'}, 'num_list_users': 8957}"
2218,Fujimi 2-choume Koukyougakudan,1997-07-22,1997-07-22,"{'status': {'watching': '146', 'completed': '5699', 'on_hold': '81', 'dropped': '248', 'plan_to_watch': '1737'}, 'num_list_users': 7911}"
2219,Ryokunohara Labyrinth: Sparkling Phantom,1990-05-25,1990-05-25,"{'status': {'watching': '183', 'completed': '2535', 'on_hold': '92', 'dropped': '168', 'plan_to_watch': '2199'}, 'num_list_users': 5177}"
2220,Be-Boy Kidnapp'n Idol,1989-12-22,1989-12-22,"{'status': {'watching': '193', 'completed': '7221', 'on_hold': '102', 'dropped': '206', 'plan_to_watch': '2265'}, 'num_list_users': 9987}"
2221,Aishite Knight,1983-03-01,1984-01-24,"{'status': {'watching': '447', 'completed': '4457', 'on_hold': '475', 'dropped': '555', 'plan_to_watch': '2880'}, 'num_list_users': 8814}"
2222,Dr. Slump: Arale-chan,1981-04-08,1986-02-19,"{'status': {'watching': '1436', 'completed': '6405', 'on_hold': '1401', 'dropped': '1579', 'plan_to_watch': '5387'}, 'num_list_users': 16208}"
2223,Maple Town Monogatari,1986-01-19,1987-01-11,"{'status': {'watching': '171', 'completed': '1256', 'on_hold': '157', 'dropped': '273', 'plan_to_watch': '1182'}, 'num_list_users': 3039}"
2224,Hikari no Densetsu,1986-05-03,1986-09-20,"{'status': {'watching': '287', 'completed': '2271', 'on_hold': '211', 'dropped': '278', 'plan_to_watch': '2687'}, 'num_list_users': 5734}"
2225,Alps no Shoujo Heidi,1974-01-06,1974-12-29,"{'status': {'watching': '1272', 'completed': '26196', 'on_hold': '1253', 'dropped': '1499', 'plan_to_watch': '7551'}, 'num_list_users': 37771}"
2226,Mori no Tonto-tachi,1984-10-05,1985-03-29,"{'status': {'watching': '41', 'completed': '417', 'on_hold': '40', 'dropped': '118', 'plan_to_watch': '253'}, 'num_list_users': 869}"
2227,Lady Lady!!,1987-10-21,1988-03-23,"{'status': {'watching': '206', 'completed': '3671', 'on_hold': '214', 'dropped': '311', 'plan_to_watch': '2387'}, 'num_list_users': 6789}"
2228,Honoo no Toukyuuji: Dodge Danpei,1991-10-14,1992-09-21,"{'status': {'watching': '184', 'completed': '3912', 'on_hold': '144', 'dropped': '260', 'plan_to_watch': '899'}, 'num_list_users': 5399}"
2229,Dragon Quest: Dai no Daibouken (TV),1991-10-17,1992-09-24,"{'status': {'watching': '1324', 'completed': '13755', 'on_hold': '1027', 'dropped': '1171', 'plan_to_watch': '6808'}, 'num_list_users': 24085}"
2230,Hana no Ko Lunlun,1979-02-09,1980-02-08,"{'status': {'watching': '302', 'completed': '2354', 'on_hold': '293', 'dropped': '358', 'plan_to_watch': '2669'}, 'num_list_users': 5976}"
2231,Miyuki,1983-03-31,1984-04-20,"{'status': {'watching': '327', 'completed': '1177', 'on_hold': '249', 'dropped': '297', 'plan_to_watch': '2340'}, 'num_list_users': 4390}"
2232,Funny Pets,2006-01-11,2006-03-29,"{'status': {'watching': '86', 'completed': '692', 'on_hold': '41', 'dropped': '161', 'plan_to_watch': '430'}, 'num_list_users': 1410}"
2233,Ocha-ken: Chokotto Monogatari,2003-10-06,2004-04-01,"{'status': {'watching': '83', 'completed': '616', 'on_hold': '70', 'dropped': '136', 'plan_to_watch': '449'}, 'num_list_users': 1354}"
2234,Panda-Z: The Robonimation,2004-04-12,2004-10-04,"{'status': {'watching': '128', 'completed': '1035', 'on_hold': '178', 'dropped': '315', 'plan_to_watch': '826'}, 'num_list_users': 2482}"
2235,Mizu no Kotoba,2002-10-26,2002-10-26,"{'status': {'watching': '361', 'completed': '18665', 'on_hold': '149', 'dropped': '149', 'plan_to_watch': '5830'}, 'num_list_users': 25154}"
2236,Toki wo Kakeru Shoujo,2006-07-15,2006-07-15,"{'status': {'watching': '13575', 'completed': '585497', 'on_hold': '4630', 'dropped': '2230', 'plan_to_watch': '184561'}, 'num_list_users': 790493}"
2237,Rozen Maiden: Meitantei Kunkun - Duell Walzer,2006-04-27,2006-04-27,"{'status': {'watching': '246', 'completed': '12983', 'on_hold': '207', 'dropped': '171', 'plan_to_watch': '4531'}, 'num_list_users': 18138}"
2238,Fuyu no Semi,2007-02-23,2007-04-27,"{'status': {'watching': '556', 'completed': '14555', 'on_hold': '304', 'dropped': '468', 'plan_to_watch': '5671'}, 'num_list_users': 21554}"
2239,Sei Michaela Gakuen Hyouryuuki,1990-06-22,1991-07-25,"{'status': {'watching': '134', 'completed': '560', 'on_hold': '66', 'dropped': '141', 'plan_to_watch': '680'}, 'num_list_users': 1581}"
2240,Sei Michaela Gakuen Hyouryuuki II,1994-10-21,1995-11-25,"{'status': {'watching': '112', 'completed': '573', 'on_hold': '58', 'dropped': '109', 'plan_to_watch': '539'}, 'num_list_users': 1391}"
2243,Karasu Tengu Kabuto,1990-07-29,1991-06-30,"{'status': {'watching': '191', 'completed': '680', 'on_hold': '110', 'dropped': '210', 'plan_to_watch': '1622'}, 'num_list_users': 2813}"
2244,Rakugo Tennyo Oyui,2006-01-05,2006-03-23,"{'status': {'watching': '169', 'completed': '573', 'on_hold': '116', 'dropped': '175', 'plan_to_watch': '1413'}, 'num_list_users': 2446}"
2245,Seraphim Call,1999-10-06,1999-12-22,"{'status': {'watching': '284', 'completed': '2039', 'on_hold': '205', 'dropped': '284', 'plan_to_watch': '3243'}, 'num_list_users': 6055}"
2246,Mononoke,2007-07-13,2007-09-28,"{'status': {'watching': '22346', 'completed': '105271', 'on_hold': '13796', 'dropped': '7293', 'plan_to_watch': '177726'}, 'num_list_users': 326432}"
2248,Naruto: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo! - Konoha no Sato no Dai Undoukai,2004-08-21,2004-08-21,"{'status': {'watching': '744', 'completed': '69260', 'on_hold': '439', 'dropped': '376', 'plan_to_watch': '7199'}, 'num_list_users': 78018}"
2249,Amon Saga,1986-07-19,1986-07-19,"{'status': {'watching': '204', 'completed': '3336', 'on_hold': '98', 'dropped': '153', 'plan_to_watch': '2407'}, 'num_list_users': 6198}"
2250,Roots Search: Shokushin Buttai X,1986-09-10,1986-09-10,"{'status': {'watching': '138', 'completed': '2000', 'on_hold': '56', 'dropped': '92', 'plan_to_watch': '1412'}, 'num_list_users': 3698}"
2251,Baccano!,2007-07-27,2007-11-02,"{'status': {'watching': '44437', 'completed': '442804', 'on_hold': '36782', 'dropped': '23678', 'plan_to_watch': '356797'}, 'num_list_users': 904498}"
2252,Devilman,1972-07-08,1973-04-07,"{'status': {'watching': '1976', 'completed': '9495', 'on_hold': '1204', 'dropped': '1613', 'plan_to_watch': '18687'}, 'num_list_users': 32975}"
2253,Mazinger Z,1972-12-03,1974-09-01,"{'status': {'watching': '1223', 'completed': '8233', 'on_hold': '1130', 'dropped': '1136', 'plan_to_watch': '6336'}, 'num_list_users': 18058}"
2254,Sentou Mecha Xabungle,1982-02-06,1983-01-29,"{'status': {'watching': '409', 'completed': '1412', 'on_hold': '298', 'dropped': '274', 'plan_to_watch': '3236'}, 'num_list_users': 5629}"
2255,Choujuu Kishin Dancougar,1985-04-05,1985-12-27,"{'status': {'watching': '398', 'completed': '1613', 'on_hold': '293', 'dropped': '289', 'plan_to_watch': '3026'}, 'num_list_users': 5619}"
2256,Choujuu Kishin Dancougar: Ushinawareta Mono-tachi e no Requiem,1986-04-21,1986-04-21,"{'status': {'watching': '80', 'completed': '900', 'on_hold': '42', 'dropped': '84', 'plan_to_watch': '730'}, 'num_list_users': 1836}"
2257,Taiyou no Kiba Dagram,1981-10-23,1983-03-25,"{'status': {'watching': '498', 'completed': '1343', 'on_hold': '322', 'dropped': '261', 'plan_to_watch': '3713'}, 'num_list_users': 6137}"
2258,Choro Q Dagram,1983-07-09,1983-07-09,"{'status': {'watching': '50', 'completed': '595', 'on_hold': '24', 'dropped': '84', 'plan_to_watch': '380'}, 'num_list_users': 1133}"
2259,Dr. Rin ni Kiitemite!,2001-03-05,2002-02-25,"{'status': {'watching': '457', 'completed': '1282', 'on_hold': '412', 'dropped': '475', 'plan_to_watch': '2136'}, 'num_list_users': 4762}"
2260,Kirameki☆Project,2005-06-24,2006-02-24,"{'status': {'watching': '104', 'completed': '913', 'on_hold': '89', 'dropped': '119', 'plan_to_watch': '1155'}, 'num_list_users': 2380}"
2261,Malice@Doll,2001-04-27,2001-06-22,"{'status': {'watching': '341', 'completed': '3023', 'on_hold': '149', 'dropped': '204', 'plan_to_watch': '3859'}, 'num_list_users': 7576}"
2262,Sin: The Movie,2000-10-24,2000-10-24,"{'status': {'watching': '149', 'completed': '3792', 'on_hold': '64', 'dropped': '109', 'plan_to_watch': '1590'}, 'num_list_users': 5704}"
2263,Sonic★the★Hedgehog,1996-01-26,1996-01-26,"{'status': {'watching': '383', 'completed': '16531', 'on_hold': '144', 'dropped': '175', 'plan_to_watch': '2564'}, 'num_list_users': 19797}"
2264,Jungle Taitei Movie (1997),1997-08-01,1997-08-01,"{'status': {'watching': '142', 'completed': '2880', 'on_hold': '63', 'dropped': '117', 'plan_to_watch': '1300'}, 'num_list_users': 4502}"
2266,Gakuen no Shuryousha,2003-03-14,2003-07-11,"{'status': {'watching': '238', 'completed': '1770', 'on_hold': '152', 'dropped': '178', 'plan_to_watch': '995'}, 'num_list_users': 3333}"
2267,Red Garden: Dead Girls,2007-08-08,2007-08-08,"{'status': {'watching': '165', 'completed': '4755', 'on_hold': '119', 'dropped': '145', 'plan_to_watch': '3049'}, 'num_list_users': 8233}"
2269,Kidou Senshi Gundam SEED Special Edition,2004-08-27,2004-10-22,"{'status': {'watching': '272', 'completed': '7118', 'on_hold': '194', 'dropped': '258', 'plan_to_watch': '3040'}, 'num_list_users': 10882}"
2272,Mahou no Princess Minky Momo: Yume no Naka no Rondo,1985-07-28,1985-07-28,"{'status': {'watching': '72', 'completed': '1138', 'on_hold': '44', 'dropped': '98', 'plan_to_watch': '944'}, 'num_list_users': 2296}"
2273,Shin Kidou Senki Gundam Wing: Endless Waltz Special,1998-08-01,1998-08-01,"{'status': {'watching': '821', 'completed': '51060', 'on_hold': '374', 'dropped': '306', 'plan_to_watch': '7676'}, 'num_list_users': 60237}"
2274,CLAMP in Wonderland,1994-11-21,1994-11-21,"{'status': {'watching': '177', 'completed': '15132', 'on_hold': '96', 'dropped': '89', 'plan_to_watch': '2617'}, 'num_list_users': 18111}"
2275,Saishuu Chikan Densha,2002-09-25,2003-02-25,"{'status': {'watching': '396', 'completed': '2687', 'on_hold': '221', 'dropped': '204', 'plan_to_watch': '1439'}, 'num_list_users': 4947}"
2276,Shin Saishuu Chikan Densha,2004-08-25,2005-05-25,"{'status': {'watching': '429', 'completed': '2273', 'on_hold': '223', 'dropped': '204', 'plan_to_watch': '1381'}, 'num_list_users': 4510}"
2277,Mahou Yuugi 2D,2001-11-16,2002-05-03,"{'status': {'watching': '215', 'completed': '1758', 'on_hold': '158', 'dropped': '269', 'plan_to_watch': '2016'}, 'num_list_users': 4416}"
2278,Mahou Yuugi 3D,2001-12-29,2001-12-29,"{'status': {'watching': '56', 'completed': '1363', 'on_hold': '34', 'dropped': '65', 'plan_to_watch': '700'}, 'num_list_users': 2218}"
2279,Nagagutsu wo Haita Neko,1969-03-18,1969-03-18,"{'status': {'watching': '95', 'completed': '3078', 'on_hold': '45', 'dropped': '115', 'plan_to_watch': '1260'}, 'num_list_users': 4593}"
2280,Hare Tokidoki Buta (TV),1997-07-03,1998-09-29,"{'status': {'watching': '94', 'completed': '471', 'on_hold': '90', 'dropped': '200', 'plan_to_watch': '682'}, 'num_list_users': 1537}"
2281,Jikuu Tantei Genshi-kun,1998-10-01,1999-06-24,"{'status': {'watching': '314', 'completed': '6320', 'on_hold': '427', 'dropped': '1037', 'plan_to_watch': '1823'}, 'num_list_users': 9921}"
2282,Tezuka Osamu no Kyuuyaku Seisho Monogatari: In the Beginning,1997-04-01,1997-05-09,"{'status': {'watching': '191', 'completed': '520', 'on_hold': '110', 'dropped': '149', 'plan_to_watch': '1167'}, 'num_list_users': 2137}"
2283,Red Baron,1994-04-05,1995-03-28,"{'status': {'watching': '263', 'completed': '1866', 'on_hold': '203', 'dropped': '324', 'plan_to_watch': '1611'}, 'num_list_users': 4267}"
2284,Transformers: Car Robots,2000-04-05,2000-12-27,"{'status': {'watching': '238', 'completed': '3624', 'on_hold': '195', 'dropped': '356', 'plan_to_watch': '1008'}, 'num_list_users': 5421}"
2285,D.I.C.E.,2005-12-06,2006-09-19,"{'status': {'watching': '180', 'completed': '3152', 'on_hold': '213', 'dropped': '580', 'plan_to_watch': '864'}, 'num_list_users': 4989}"
2286,Little Nemo,1989-07-15,1989-07-15,"{'status': {'watching': '188', 'completed': '7230', 'on_hold': '116', 'dropped': '122', 'plan_to_watch': '2821'}, 'num_list_users': 10477}"
2287,Kakutou Ryouri Densetsu Bistro Recipe,2001-12-11,2002-06-25,"{'status': {'watching': '255', 'completed': '2684', 'on_hold': '266', 'dropped': '689', 'plan_to_watch': '1273'}, 'num_list_users': 5167}"
2288,Akihabara Dennou-gumi,1998-04-04,1998-09-26,"{'status': {'watching': '374', 'completed': '3464', 'on_hold': '370', 'dropped': '601', 'plan_to_watch': '3196'}, 'num_list_users': 8005}"
2289,Akihabara Dennou-gumi: 2011-nen no Natsuyasumi,1999-08-14,1999-08-14,"{'status': {'watching': '92', 'completed': '1512', 'on_hold': '67', 'dropped': '102', 'plan_to_watch': '935'}, 'num_list_users': 2708}"
2290,Superflat Monogram,2003,2003,"{'status': {'watching': '112', 'completed': '6278', 'on_hold': '41', 'dropped': '56', 'plan_to_watch': '1573'}, 'num_list_users': 8060}"
2291,Tatakae!! Iczer-1,1985-10-19,1987-03-04,"{'status': {'watching': '395', 'completed': '4663', 'on_hold': '185', 'dropped': '219', 'plan_to_watch': '4286'}, 'num_list_users': 9748}"
2292,Bouken! Iczer 3,1990-09-25,1991-02-25,"{'status': {'watching': '149', 'completed': '1850', 'on_hold': '89', 'dropped': '131', 'plan_to_watch': '1227'}, 'num_list_users': 3446}"
2293,Kyoushoku Soukou Guyver,1986-12-13,1986-12-13,"{'status': {'watching': '203', 'completed': '4205', 'on_hold': '91', 'dropped': '108', 'plan_to_watch': '2372'}, 'num_list_users': 6979}"
2294,Kidou Senshi Gundam SEED Destiny Special Edition,2006-05-02,2006-05-02,"{'status': {'watching': '304', 'completed': '7748', 'on_hold': '240', 'dropped': '241', 'plan_to_watch': '3186'}, 'num_list_users': 11719}"
2298,Kidou Senshi Gundam SEED: Hoshi no Hazama de,2004-03-26,2004-03-26,"{'status': {'watching': '237', 'completed': '12131', 'on_hold': '165', 'dropped': '172', 'plan_to_watch': '3495'}, 'num_list_users': 16200}"
2299,Uchuu no Kishi Tekkaman Blade OVA: Burning Clock,1998-06-05,1998-06-05,"{'status': {'watching': '81', 'completed': '1308', 'on_hold': '37', 'dropped': '89', 'plan_to_watch': '871'}, 'num_list_users': 2386}"
2300,Uchuu no Kishi Tekkaman Blade OVA: Twin Blood,1998-06-05,1998-06-05,"{'status': {'watching': '103', 'completed': '2355', 'on_hold': '61', 'dropped': '117', 'plan_to_watch': '1521'}, 'num_list_users': 4157}"
2301,Uchuu no Kishi Tekkaman Blade OVA: Missing Link,1998-06-05,1998-06-05,"{'status': {'watching': '92', 'completed': '1196', 'on_hold': '43', 'dropped': '86', 'plan_to_watch': '845'}, 'num_list_users': 2262}"
2302,Kidou Senshi SD Gundam Mk-I,1988-03-12,1988-05-25,"{'status': {'watching': '124', 'completed': '3115', 'on_hold': '80', 'dropped': '210', 'plan_to_watch': '1377'}, 'num_list_users': 4906}"
2303,Kidou Senshi SD Gundam Mk-II,1989-06-25,1989-06-25,"{'status': {'watching': '138', 'completed': '2610', 'on_hold': '107', 'dropped': '185', 'plan_to_watch': '1265'}, 'num_list_users': 4305}"
2304,Kidou Senshi SD Gundam Mk-IV,1990-09-25,1990-09-25,"{'status': {'watching': '116', 'completed': '1976', 'on_hold': '82', 'dropped': '177', 'plan_to_watch': '1250'}, 'num_list_users': 3601}"
2305,Kidou Senshi SD Gundam Mk-III,1990-03-23,1990-03-23,"{'status': {'watching': '114', 'completed': '2059', 'on_hold': '90', 'dropped': '201', 'plan_to_watch': '1220'}, 'num_list_users': 3684}"
2306,Kidou Senshi SD Gundam no Gyakushuu,1989-07-15,1989-07-15,"{'status': {'watching': '110', 'completed': '2212', 'on_hold': '79', 'dropped': '180', 'plan_to_watch': '1237'}, 'num_list_users': 3818}"
2307,Lime-iro Senkitan: Nankoku Yume Roman,2004-04-23,2004-06-25,"{'status': {'watching': '188', 'completed': '1707', 'on_hold': '106', 'dropped': '115', 'plan_to_watch': '1385'}, 'num_list_users': 3501}"
2308,Lime-iro Ryuukitan X,2005-01-05,2005-03-30,"{'status': {'watching': '408', 'completed': '1430', 'on_hold': '203', 'dropped': '312', 'plan_to_watch': '2579'}, 'num_list_users': 4932}"
2309,"Azusa, Otetsudai Shimasu!",2004-08-01,2004-08-01,"{'status': {'watching': '114', 'completed': '2205', 'on_hold': '68', 'dropped': '110', 'plan_to_watch': '1133'}, 'num_list_users': 3630}"
2310,Chou Kidou Densetsu DinaGiga,1998-07-15,1998-08-26,"{'status': {'watching': '72', 'completed': '786', 'on_hold': '50', 'dropped': '79', 'plan_to_watch': '796'}, 'num_list_users': 1783}"
2311,Shounen Kenya,1984-03-10,1984-03-10,"{'status': {'watching': '100', 'completed': '1011', 'on_hold': '50', 'dropped': '107', 'plan_to_watch': '1419'}, 'num_list_users': 2687}"
2312,Daishizen no Majuu: Bagi,1984-08-19,1984-08-19,"{'status': {'watching': '106', 'completed': '2141', 'on_hold': '53', 'dropped': '89', 'plan_to_watch': '1214'}, 'num_list_users': 3603}"
2313,Muumindani no Suisei,1992-08-08,1992-08-08,"{'status': {'watching': '224', 'completed': '7124', 'on_hold': '108', 'dropped': '177', 'plan_to_watch': '2725'}, 'num_list_users': 10358}"
2314,Tobe! Kujira no Peek,1991-05-22,1991-05-22,"{'status': {'watching': '76', 'completed': '506', 'on_hold': '29', 'dropped': '69', 'plan_to_watch': '743'}, 'num_list_users': 1423}"
2315,Injuu Alien,1997-01-24,1997-01-24,"{'status': {'watching': '227', 'completed': '2112', 'on_hold': '95', 'dropped': '144', 'plan_to_watch': '1093'}, 'num_list_users': 3671}"
2316,Akakichi no Eleven,1970-04-13,1971-04-05,"{'status': {'watching': '121', 'completed': '806', 'on_hold': '91', 'dropped': '289', 'plan_to_watch': '903'}, 'num_list_users': 2210}"
2317,Hen,1997-03-21,1997-05-09,"{'status': {'watching': '324', 'completed': '3309', 'on_hold': '124', 'dropped': '223', 'plan_to_watch': '2424'}, 'num_list_users': 6404}"
2318,Dog Soldier,1989-10-08,1989-10-08,"{'status': {'watching': '81', 'completed': '1485', 'on_hold': '42', 'dropped': '97', 'plan_to_watch': '726'}, 'num_list_users': 2431}"
2319,Freedom Previsited,2006-10-27,2006-10-27,"{'status': {'watching': '77', 'completed': '2101', 'on_hold': '55', 'dropped': '57', 'plan_to_watch': '1113'}, 'num_list_users': 3403}"
2321,Giant Robo the Animation: Chikyuu ga Seishi Suru Hi,1992-07-23,1998-01-25,"{'status': {'watching': '1345', 'completed': '8882', 'on_hold': '909', 'dropped': '618', 'plan_to_watch': '15201'}, 'num_list_users': 26955}"
2322,Giant Robo Gaiden Ginrei,1994-02-20,1995-02-21,"{'status': {'watching': '243', 'completed': '2202', 'on_hold': '113', 'dropped': '148', 'plan_to_watch': '2360'}, 'num_list_users': 5066}"
2324,Angel Blade,2001-12-14,2003-04-11,"{'status': {'watching': '663', 'completed': '6750', 'on_hold': '383', 'dropped': '451', 'plan_to_watch': '2750'}, 'num_list_users': 10997}"
2325,Angel Blade Punish!,2004-12-29,2005-09-09,"{'status': {'watching': '438', 'completed': '4628', 'on_hold': '248', 'dropped': '279', 'plan_to_watch': '1701'}, 'num_list_users': 7294}"
2326,Nankyoku 28 Gou,1996-03-22,1996-03-22,"{'status': {'watching': '175', 'completed': '1040', 'on_hold': '109', 'dropped': '123', 'plan_to_watch': '771'}, 'num_list_users': 2218}"
2327,Kyouhaku: Owaranai Ashita,2000-01-14,2000-06-23,"{'status': {'watching': '258', 'completed': '1747', 'on_hold': '126', 'dropped': '178', 'plan_to_watch': '931'}, 'num_list_users': 3240}"
2328,Kyouhaku II (Second): Mou Hitotsu no Ashita The Animation,2001-07-27,2002-02-22,"{'status': {'watching': '229', 'completed': '1612', 'on_hold': '123', 'dropped': '160', 'plan_to_watch': '863'}, 'num_list_users': 2987}"
2329,Shin Kyouhaku 2 The Animation: Kizu ni Saku Hana Senketsu no Kurenai,2006-05-26,2006-08-25,"{'status': {'watching': '278', 'completed': '1185', 'on_hold': '122', 'dropped': '155', 'plan_to_watch': '851'}, 'num_list_users': 2591}"
2330,Jibaku-kun,1999-10-05,2000-03-28,"{'status': {'watching': '565', 'completed': '7775', 'on_hold': '464', 'dropped': '586', 'plan_to_watch': '4153'}, 'num_list_users': 13543}"
2331,Uchuu Densetsu Ulysses 31,1981-10-03,1982-11-30,"{'status': {'watching': '269', 'completed': '3263', 'on_hold': '227', 'dropped': '314', 'plan_to_watch': '1953'}, 'num_list_users': 6026}"
2332,Plastic Little,1994-03-21,1994-03-21,"{'status': {'watching': '516', 'completed': '9087', 'on_hold': '217', 'dropped': '178', 'plan_to_watch': '6093'}, 'num_list_users': 16091}"
